Time,Predicted,Actual
12:05:57 AM,17.6669489,17.59344922
12:05:58 AM,18.89350939,17.59333484
12:05:59 AM,17.93427287,17.50048973
12:06:00 AM,17.54359014,17.50086501
12:06:01 AM,17.5683466,17.50531799
12:06:02 AM,18.02854512,17.50953225
12:06:03 AM,17.56833699,17.51498632
12:06:04 AM,17.86188701,17.52532317
12:06:05 AM,21.73830191,17.52896841
12:06:06 AM,17.87504827,17.53073064
12:06:07 AM,17.79174298,17.53157488
12:06:08 AM,17.89637037,17.53421449
12:06:09 AM,17.90523251,17.70189929
12:06:10 AM,17.79111355,17.70074663
12:06:11 AM,17.82605058,17.70357822
12:06:12 AM,17.90904369,17.70159386
12:06:13 AM,17.75302667,17.70014268
12:06:14 AM,17.69084794,17.6143974
12:06:15 AM,18.74636871,17.62015815
12:06:16 AM,17.90161686,17.6234734
12:06:17 AM,20.18832551,17.62384147
12:06:18 AM,18.94410738,17.62636044
12:06:19 AM,18.12459026,17.73836763
12:06:20 AM,18.09251978,17.73786332
12:06:21 AM,17.84148387,17.73953037
12:06:22 AM,17.91013474,17.74309401
12:06:23 AM,17.93367331,17.74406771
12:06:24 AM,19.54040496,17.62313208
12:06:25 AM,18.35843383,17.62711656
12:06:26 AM,18.34843688,17.62678369
12:06:27 AM,17.69761314,17.63066799
12:06:28 AM,17.99383641,17.63540905
12:06:29 AM,17.73850072,17.70115087
12:06:30 AM,17.77501961,17.70210211
12:06:31 AM,17.80835593,17.70537957
12:06:32 AM,17.93096975,17.70931377
12:06:33 AM,17.76516835,17.71354067
12:06:34 AM,17.80187581,17.65517643
12:06:35 AM,17.72757926,17.657573
12:06:36 AM,17.6834912,17.66397585
12:06:37 AM,17.68870837,17.67045273
12:06:38 AM,17.67549611,17.6745198
12:06:39 AM,18.06989741,17.72298422
12:06:40 AM,17.88440256,17.72523022
12:06:41 AM,17.92526677,17.73219177
12:06:42 AM,17.79716828,17.73530038
12:06:43 AM,17.8617591,17.7362345
12:06:44 AM,18.32994072,17.59542724
12:06:45 AM,17.78837472,17.602526
12:06:46 AM,17.73187094,17.60777731
12:06:47 AM,17.66118265,17.61487548
12:06:48 AM,17.84964877,17.6205602
12:06:49 AM,17.71072347,17.71107778
12:06:50 AM,17.67694224,17.71636388
12:06:51 AM,17.68413786,17.72352865
12:06:52 AM,17.76262751,17.72724293
12:06:53 AM,17.74884315,17.73233256
12:06:54 AM,17.79659091,17.78124163
12:06:55 AM,17.75463709,17.78599189
12:06:56 AM,17.80370094,17.78805512
12:06:57 AM,17.8943505,17.79364358
12:06:58 AM,17.82214814,17.79729594
12:06:59 AM,17.91693916,17.82295711
12:07:00 AM,17.8365218,17.83007017
12:07:01 AM,17.84956467,17.83702613
12:07:02 AM,17.86580867,17.8400018
12:07:03 AM,17.80362711,17.84436822
12:07:04 AM,17.81324768,17.76621858
12:07:05 AM,18.13901593,17.77128303
12:07:06 AM,17.87276378,17.77099841
12:07:07 AM,17.89296568,17.77551644
12:07:08 AM,18.37734141,17.78032037
12:07:09 AM,17.79528687,17.80023664
12:07:10 AM,17.93858032,17.80529104
12:07:11 AM,17.80073357,17.80595553
12:07:12 AM,17.76358857,17.80690173
12:07:13 AM,18.46757452,17.80999922
12:07:14 AM,18.17672557,17.75821778
12:07:15 AM,17.79843965,17.76098697
12:07:16 AM,17.79088506,17.76449129
12:07:17 AM,18.01503811,17.76676952
12:07:18 AM,17.78388925,17.76897738
12:07:19 AM,17.87981758,17.85978952
12:07:20 AM,17.90890776,17.8663669
